"","Nome Da CLasse","Possui Violacao","Numero de Violacoes","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","CPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC"
"15","com.eteks.sweethome3d.applet.HomeAppletController","0","10","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0.444444444444443"
"16","com.eteks.sweethome3d.SweetHome3D","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","com.eteks.sweethome3d.applet.ViewerHelper","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","com.eteks.sweethome3d.swing.SwingTools","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","com.eteks.sweethome3d.applet.HomeAppletController","0","-8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","com.eteks.sweethome3d.applet.ViewerHelper","0","23","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0.02","0","0","0.399999999999999"
"22","com.eteks.sweethome3d.swing.SwingViewFactory","1","1","-1","0","0","-3","-4","-22","0","-3","-1","0","-20","0","0","0","0.00340005950104127","0","0","-0.539525691699605"
"23","com.eteks.sweethome3d.swing.ResourceAction","1","2","0","0","-15","-15","1","0","-15","0","0","0","1","0","0","0","0","0","0","0.166666666666664"
"24","com.eteks.sweethome3d.swing.IconManager","1","2","-5","0","0","-5","-4","-30","-5","0","-5","0.0222222222222223","-78","0","0","0","0.0142857142857143","0","0","1.7"
"25","com.eteks.sweethome3d.swing.FileContentManager","1","9","0","0","0","-2","-2","0","-1","-1","0","-0.00743034055727554","-24","0","0","0","0","0","0","-1.375"
"26","com.eteks.sweethome3d.swing.HomePane","1","1","-13","0","0","-10","-85","-1067","-9","-11","-2","-0.00917910418492829","-917","0","-1","0.0153616800622245","0.00933600713012478","-1","-1","-1.19431592861864"
"27","com.eteks.sweethome3d.SweetHome3D","0","-6","2","0","0","-1","3","-5","-1","0","1","-0.0416666666666666","-20","0","1","0","-0.0481481481481482","0","0","-2.83555555555556"
"28","com.eteks.sweethome3d.applet.ViewerHelper","0","-32","0","0","0","0","0","0","0","0","0","0","-5","0","0","0","-0.02","0","0","-0.399999999999999"
"29","com.eteks.sweethome3d.swing.SwingTools","1","1","-4","0","0","-7","-18","-38","-5","-3","-2","0.0555555555555555","-97","0","0","0","0.0363247863247863","0","0","5.34188034188035"
"30","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","-2","0","0","0","0","0","0","0","0","0","0","-6","0","0","0","0","0","0","-1.2"
"31","com.eteks.sweethome3d.applet.ViewerHelper","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","com.eteks.sweethome3d.swing.SwingViewFactory","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","com.eteks.sweethome3d.swing.ResourceAction","-1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","com.eteks.sweethome3d.swing.IconManager","-1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","com.eteks.sweethome3d.swing.FileContentManager","-1","-9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","com.eteks.sweethome3d.applet.HomeAppletController","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","com.eteks.sweethome3d.swing.HomePane","-1","-1","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0.168539325842694"
"38","com.eteks.sweethome3d.swing.SwingTools","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","com.eteks.sweethome3d.applet.HomeAppletController","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","com.eteks.sweethome3d.applet.ViewerHelper","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","com.eteks.sweethome3d.swing.SwingViewFactory","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","com.eteks.sweethome3d.swing.ResourceAction","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","com.eteks.sweethome3d.swing.IconManager","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","com.eteks.sweethome3d.swing.FileContentManager","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","com.eteks.sweethome3d.swing.HomePane","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","com.eteks.sweethome3d.applet.ViewerHelper","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","com.eteks.sweethome3d.swing.SwingTools","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","com.eteks.sweethome3d.swing.SwingViewFactory","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","com.eteks.sweethome3d.swing.ResourceAction","-1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","com.eteks.sweethome3d.swing.IconManager","-1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","com.eteks.sweethome3d.swing.FileContentManager","-1","-9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","com.eteks.sweethome3d.applet.HomeAppletController","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","com.eteks.sweethome3d.swing.HomePane","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","com.eteks.sweethome3d.swing.SwingTools","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","com.eteks.sweethome3d.applet.HomeAppletController","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","com.eteks.sweethome3d.applet.ViewerHelper","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","com.eteks.sweethome3d.applet.HomeAppletController","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","com.eteks.sweethome3d.applet.ViewerHelper","0","-4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","com.eteks.sweethome3d.swing.ThreadedTaskPanel","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","com.eteks.sweethome3d.swing.SwingViewFactory","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","com.eteks.sweethome3d.swing.HomeComponent3D","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","com.eteks.sweethome3d.swing.ResourceAction","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","com.eteks.sweethome3d.swing.IconManager","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","com.eteks.sweethome3d.swing.FileContentManager","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","com.eteks.sweethome3d.applet.HomeAppletController","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","com.eteks.sweethome3d.swing.HomePane","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","com.eteks.sweethome3d.applet.ViewerHelper","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","com.eteks.sweethome3d.swing.SwingTools","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","com.eteks.sweethome3d.swing.ThreadedTaskPanel","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","com.eteks.sweethome3d.swing.SwingViewFactory","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","com.eteks.sweethome3d.swing.HomeComponent3D","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","com.eteks.sweethome3d.swing.ResourceAction","-1","-2","0","0","0","0","-1","0","0","0","0","0","-1","0","0","0","0","0","0","-0.166666666666664"
"78","com.eteks.sweethome3d.swing.IconManager","-1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","com.eteks.sweethome3d.swing.FileContentManager","-1","-9","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"80","com.eteks.sweethome3d.applet.HomeAppletController","0","-1","3","0","0","6","10","7","2","6","1","-0.05","78","0","2","0","-0.0416666666666667","0","0","2.88888888888889"
"81","com.eteks.sweethome3d.swing.HomePane","-1","-1","0","0","0","-2","0","0","-2","0","0","0","10","0","0","0","0","0","0","0.112359550561798"
"82","com.eteks.sweethome3d.SweetHome3D","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","com.eteks.sweethome3d.applet.ViewerHelper","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","com.eteks.sweethome3d.swing.SwingTools","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","2","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1.2"
"86","com.eteks.sweethome3d.swing.SwingViewFactory","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","com.eteks.sweethome3d.swing.ControllerAction","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","com.eteks.sweethome3d.swing.ResourceAction","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","com.eteks.sweethome3d.swing.IconManager","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","com.eteks.sweethome3d.swing.FileContentManager","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","com.eteks.sweethome3d.applet.HomeAppletController","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","com.eteks.sweethome3d.applet.ViewerHelper","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","com.eteks.sweethome3d.swing.SwingTools","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","com.eteks.sweethome3d.applet.HomeAppletController","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","com.eteks.sweethome3d.swing.HomeComponent3D","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","com.eteks.sweethome3d.applet.HomeAppletController","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","com.eteks.sweethome3d.SweetHome3D","0","2","-2","0","0","1","-4","5","1","0","-1","0.0416666666666666","16","0","-1","0","0.0481481481481482","0","0","2.67555555555556"
"99","com.eteks.sweethome3d.swing.SwingViewFactory","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","com.eteks.sweethome3d.swing.ControllerAction","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","com.eteks.sweethome3d.swing.HomeComponent3D","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","com.eteks.sweethome3d.swing.ResourceAction","-1","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","com.eteks.sweethome3d.swing.IconManager","-1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","com.eteks.sweethome3d.swing.FileContentManager","-1","-11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","com.eteks.sweethome3d.applet.HomeAppletController","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","com.eteks.sweethome3d.SweetHome3D","0","1","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0.32"
"107","com.eteks.sweethome3d.applet.ViewerHelper","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","com.eteks.sweethome3d.swing.SwingTools","-1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","com.eteks.sweethome3d.io.DefaultTexturesCatalog","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","com.eteks.sweethome3d.applet.HomeAppletController","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","com.eteks.sweethome3d.SweetHome3D","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
